OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName
40861,RHQNG,Hospital,Hospital,NHS Sector,Visible,TRUE,Northern General Hospital,,Northern General Hospital,Herries Road,Sheffield,South Yorkshire,S5 7AU,53.40887833,-1.460876465,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust
40865,RHQWP,Hospital,Hospital,NHS Sector,Visible,FALSE,Weston Park Hospital,Whitham Road,,,Sheffield,South Yorkshire,S10 2SJ,53.38025284,-1.494917393,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust
40868,RHU03,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Alexandra Hospital,Southwick Hill Road,Cosham,,Portsmouth,Hampshire,PO6 3LY,50.8495903,-1.071309686,RHU,Portsmouth Hospitals NHS Trust
40869,RHU04,Hospital,Hospital,NHS Sector,Visible,TRUE,Petersfield Community Hospital,,Swan Street,,Petersfield,Hampshire,GU32 3LB,51.00405502,-0.942067027,RHU,Portsmouth Hospitals NHS Trust
40884,RHW01,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Berkshire Hospital,London Road,Craven Road,,Reading,Berkshire,RG1 5AN,51.45140457,-0.958630681,RHW,Royal Berkshire NHS Foundation Trust
40918,RJ121,Hospital,Hospital,NHS Sector,Visible,TRUE,Guy's Hospital,Great Maze Pond,,,London,,SE1 9RT,51.50464249,-8.90E-02,RJ1,Guy's and St Thomas' NHS Foundation Trust
40919,RJ122,Hospital,Hospital,NHS Sector,Visible,TRUE,St Thomas',,Westminster Bridge Road,,London,,SE1 7EH,51.49790955,-0.119656302,RJ1,Guy's and St Thomas' NHS Foundation Trust
40922,RJ224,Hospital,Hospital,NHS Sector,Visible,TRUE,University Hospital Lewisham,Lewisham High Street,,,London,,SE13 6LH,51.45433044,-0.017036438,RJ2,Lewisham and Greenwich NHS Trust
40924,RJ611,Hospital,Hospital,NHS Sector,Visible,TRUE,Croydon University Hospital,,530 London Road,,Thornton Heath,Surrey,CR7 7YE,51.38912964,-0.108768813,RJ6,Croydon Health Services NHS Trust
40925,RJ613,Hospital,Hospital,NHS Sector,Visible,TRUE,Purley War Memorial Hospital,856 Brighton Road,856 Brighton Road,,Purley,Surrey,CR8 2YL,51.3407402,-0.114451215,RJ6,Croydon Health Services NHS Trust
40949,RJ701,Hospital,Hospital,NHS Sector,Visible,TRUE,St George's Hospital (London),Blackshaw Road,,,London,Greater London,SW17 0QT,51.42672729,-0.17573151,RJ7,St George’s Healthcare NHS Foundation Trust
40975,RJC02,Hospital,Hospital,NHS Sector,Visible,TRUE,Warwick Hospital,Warwick Hospital,Lakin Road,,Warwick,Warwickshire,CV34 5BW,52.28995132,-1.583200693,RJC,South Warwickshire NHS Foundation Trust
40976,RJC03,Hospital,Hospital,NHS Sector,Visible,TRUE,Stratford Hospital,,Arden Street,,Stratford-upon-Avon,Warwickshire,CV37 6NX,52.19527817,-1.7133708,RJC,South Warwickshire NHS Foundation Trust
40977,RJC04,Hospital,Hospital,NHS Sector,Visible,TRUE,Ellen Badger Hospital,,Stratford Road,,Shipston-on-Stour,Warwickshire,CV36 4AX,52.06708527,-1.622082949,RJC,South Warwickshire NHS Foundation Trust
40978,RJC4,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Leamington Spa Rehabilitation Hospital,,Heathcote Lane,Heathcote,Warwick,Warwickshire,CV34 6SR,52.26929092,-1.541058064,RJC,South Warwickshire NHS Foundation Trust
41013,RJE02,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Stoke University Hospital,Newcastle Road,,,Stoke-on-Trent,Staffordshire,ST4 6QG,53.00402451,-2.214857817,RJE,University Hospitals of North Midlands
41015,RJF02,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen's Hospital  Burton Upon Trent,Belvedere Road,,,Burton -on- Trent,Staffordshire,DE13 0RB,52.81718063,-1.655513167,RJF,Burton Hospitals NHS Foundation Trust
41016,RJF04,Hospital,Hospital,NHS Sector,Visible,TRUE,Samuel Johnson Community Hospital,Samuel Johnson Community Hospital,Trent Valley Road,,Lichfield,Staffordshire,WS13 6EF,52.68525696,-1.816079974,RJF,Burton Hospitals NHS Foundation Trust
41017,RJF05,Hospital,Hospital,NHS Sector,Visible,TRUE,Sir Robert Peel Hospital,,Plantation Lane,Mile Oak,Tamworth,Staffordshire,B78 3NG,52.62065887,-1.723645806,RJF,Burton Hospitals NHS Foundation Trust
41019,RJL30,Hospital,Hospital,NHS Sector,Visible,TRUE,Diana  Princess Of Wales Hospital,Scartho Road,,,Grimsby,,DN33 2BA,53.54486465,-9.62E-02,RJL,Northern Lincolnshire and Goole NHS Foundation Trust
41020,RJL31,Hospital,Hospital,NHS Sector,Visible,TRUE,Goole and District Hospital,Woodland Avenue,,,Goole,North Humberside,DN14 6RX,53.71655655,-0.874478519,RJL,Northern Lincolnshire and Goole NHS Foundation Trust
41021,RJL32,Hospital,Hospital,NHS Sector,Visible,TRUE,Scunthorpe General Hospital,Cliff Gardens,,,Scunthorpe,,DN15 7BH,53.58744049,-0.666923761,RJL,Northern Lincolnshire and Goole NHS Foundation Trust
41028,RJN63,Hospital,Hospital,NHS Sector,Visible,TRUE,Congleton War Memorial Hospital,Congleton War Memorial Hospital,Canal Road,,Congleton,Cheshire,CW12 3AR,53.15803909,-2.202660799,RJN,East Cheshire NHS Trust
41030,RJN68,Hospital,Hospital,NHS Sector,Visible,TRUE,Knutsford and District Community Hospital,Knutsford District and Community Hospital,Bexton Road,,Knutsford,Cheshire,WA16 0BT,53.30207062,-2.377375364,RJN,East Cheshire NHS Trust
41031,RJN71,Hospital,Hospital,NHS Sector,Visible,TRUE,Macclesfield District General Hospital,Macclesfield District General Hospital,Victoria Road,,Macclesfield,Cheshire,SK10 3BL,53.26226044,-2.141569138,RJN,East Cheshire NHS Trust
41035,RJR05,Hospital,Hospital,NHS Sector,Visible,TRUE,Countess Of Chester Hospital,The Countess Of Chester Health Park,,,Chester,Cheshire,CH2 1HJ,53.21177292,-2.899009943,RJR,Countess Of Chester Hospital NHS Foundation Trust
41036,RJR60,Hospital,Hospital,NHS Sector,Visible,TRUE,Ellesmere Port Hospital,114 Chester Road,Whitby,,Ellesmere Port,Merseyside,CH65 6SG,53.26779175,-2.911025524,RJR,Countess Of Chester Hospital NHS Foundation Trust
41040,RJX04,Hospital,Hospital,NHS Sector,Visible,TRUE,Calderstones Hospital,,Mitton Road,Whalley,Clitheroe,Lancashire,BB7 9PE,53.82965851,-2.42368865,RJX,Calderstones Partnership NHS Foundation Trust
41042,RJZ01,Hospital,Hospital,NHS Sector,Visible,TRUE,King's College Hospital (Denmark Hill),,Denmark Hill,,London,,SE5 9RS,51.46835709,-9.23E-02,RJZ,King's College Hospital NHS Foundation Trust
41043,RJZ03,Hospital,Hospital,NHS Sector,Visible,TRUE,Dulwich Community Hospital,East Dulwich Grove,,,London,Greater London,SE22 8PT,51.45907593,-8.12E-02,RJZ,King's College Hospital NHS Foundation Trust
41053,RK5BC,Hospital,Hospital,NHS Sector,Visible,TRUE,King's Mill Hospital,Mansfield Road,,,Sutton-In-Ashfield,Nottinghamshire,NG17 4JL,53.13469315,-1.23807776,RK5,Sherwood Forest Hospitals NHS Foundation Trust
41054,RK5BL,Hospital,Hospital,NHS Sector,Visible,FALSE,Mansfield Community Hospital,Stockwell Gate,,,Mansfield,Nottinghamshire,NG18 5QJ,53.14136887,-1.205892682,RK5,Sherwood Forest Hospitals NHS Foundation Trust
41058,RK5HP,Hospital,Hospital,NHS Sector,Visible,TRUE,Newark Hospital,Boundary Road,,,Newark,Nottinghamshire,NG24 4DE,53.0678978,-0.806478381,RK5,Sherwood Forest Hospitals NHS Foundation Trust
41066,RK950,Hospital,Hospital,NHS Sector,Visible,TRUE,Derriford Hospital,Derriford Road,Crownhill,,Plymouth,Devon,PL6 8DH,50.41672897,-4.113671303,RK9,Plymouth Hospitals NHS Trust
41067,RK953,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Eye Infirmary,Derriford Road,Crownhill,,Plymouth,Devon,PL6 8DH,50.41672897,-4.113671303,RK9,Plymouth Hospitals NHS Trust
41070,RKB01,Hospital,Hospital,NHS Sector,Visible,TRUE,University Hospital (Coventry),Clifford Bridge Road,,,Coventry,Warwickshire,CV2 2DX,52.42142487,-1.443488479,RKB,University Hospitals Coventry and Warwickshire NHS Trust
41072,RKB03,Hospital,Hospital,NHS Sector,Visible,TRUE,Hospital Of St Cross,Barby Rd,,,Rugby,Warwickshire,CV22 5PX,52.36528397,-1.259015918,RKB,University Hospitals Coventry and Warwickshire NHS Trust
41077,RKEHC,Hospital,Hospital,NHS Sector,Visible,FALSE,The Whittington Hospital At Hornsey Central,151 Park Road,,,London,Greater London,N8 8JD,51.58348083,-0.13084875,RKE,The Whittington Hospital NHS Trust
41078,RKEQ4,Hospital,Hospital,NHS Sector,Visible,TRUE,The Whittington Hospital,Magdala Avenue,Magdala Avenue,,London,,N19 5NF,51.56668091,-0.138160661,RKE,The Whittington Hospital NHS Trust
41083,RKL48,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Cassel Hospital,The Cassel Hospital,1 Ham Common,,Richmond,Surrey,TW10 7JF,51.43290329,-0.308086306,RKL,West London Mental Health NHS Trust
41089,RL131,Hospital,Hospital,NHS Sector,Visible,TRUE,The Robert Jones and Agnes Hunt Orthopaedic Hospital,,,,Oswestry,Shropshire,SY10 7AG,52.88452911,-3.03311491,RL1,Robert Jones and Agnes Hunt Orthopaedic and District Hospital NHS Trust
41093,RL403,Hospital,Hospital,NHS Sector,Visible,TRUE,New Cross Hospital,Wednesfield  Road,Heath Town,,Wolverhampton,West Midlands,WV10 0QP,52.59825134,-2.096364021,RL4,The Royal Wolverhampton NHS Trust
41116,RLNGL,Hospital,Hospital,NHS Sector,Visible,TRUE,Sunderland Royal Hospital,,Kayll Road,,Sunderland,,SR4 7TP,54.90306473,-1.411002755,RLN,City Hospitals Sunderland NHS Foundation Trust
41117,RLNGM,Hospital,Hospital,NHS Sector,Visible,TRUE,Sunderland Eye Infirmary,,Queen Alexandra Road,,Sunderland,,SR2 9HP,54.88928223,-1.380850792,RLN,City Hospitals Sunderland NHS Foundation Trust
41122,RLQ01,Hospital,Hospital,NHS Sector,Visible,TRUE,The County Hospital  Wye Valley NHS Trust,,,Stonebow Road,Hereford,Herefordshire,HR1 2BN,52.05873489,-2.707180262,RLQ,Wye Valley NHS Trust
41123,RLQ03,Hospital,Hospital,NHS Sector,Visible,TRUE,Bromyard Community Hospital,Bromyard Community Hospital  Wye Valley NHS Trust,Hillside Road,,Bromyard,,HR7 4QN,52.18631744,-2.506778955,RLQ,Wye Valley NHS Trust
41126,RLQ06,Hospital,Hospital,NHS Sector,Visible,TRUE,Leominster Community Hospital,Leominster Community Hospital  Wye Valley NHS Trust,South Street,,Leominster,,HR6 8JH,52.2221756,-2.739330769,RLQ,Wye Valley NHS Trust
41127,RLQ08,Hospital,Hospital,NHS Sector,Visible,TRUE,Ross on Wye Community Hospital ,Ross on Wye Community Hospital  Wye Valley NHS Trust,Alton Street,,Ross-on-Wye,Herefordshire,HR9 5AD,51.91254807,-2.58338666,RLQ,Wye Valley NHS Trust
41134,RLT01,Hospital,Hospital,NHS Sector,Visible,TRUE,George Eliot Hospital,College Street,,,Nuneaton,Warwickshire,CV10 7DJ,52.51200104,-1.475116134,RLT,George Eliot Hospital NHS Trust
41138,RLU01,Hospital,Hospital,NHS Sector,Visible,TRUE,Birmingham Women's NHS Foundation Trust,Birmingham Women's Hospital,Mindelsohn Way,Edgbaston,Birmingham,,B15 2TG,52.45318985,-1.942228794,RLU,Birmingham Women's NHS Foundation Trust
41145,RLY88,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Harplands Hospital,Hilton Road,,,Stoke-on-Trent,Staffordshire,ST4 6RR,53.00067902,-2.20989418,RLY,North Staffordshire Combined Healthcare NHS Trust
41147,RM102,Hospital,Hospital,NHS Sector,Visible,TRUE,Norfolk and Norwich University Hospital,,Colney Lane,,Norwich,Norfolk,NR4 7UY,52.61808395,1.221081495,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust
41155,RM131,Hospital,Hospital,NHS Sector,Visible,TRUE,Cromer and District Hospital,Mill Road,Mill Road,,Cromer,Norfolk,NR27 0BQ,52.92375183,1.309903145,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust
41158,RM201,Hospital,Hospital,NHS Sector,Visible,TRUE,Withington Hospital,Nell Lane,Nell Lane,,Manchester,,M20 2LR,53.42522049,-2.245209455,RM2,University Hospital Of South Manchester NHS Foundation Trust
41159,RM202,Hospital,Hospital,NHS Sector,Visible,TRUE,Wythenshawe Hospital,Southmoor Road,Wythenshawe,,Manchester,,M23 9LT,53.38883209,-2.293174982,RM2,University Hospital Of South Manchester NHS Foundation Trust
41161,RM301,Hospital,Hospital,NHS Sector,Visible,TRUE,Salford Royal,Salford Royal,Stott Lane,,Salford,,M6 8HD,53.48723602,-2.322668791,RM3,Salford Royal NHS Foundation Trust
41197,RMC01,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Bolton Hospital,Minerva Road,Farnworth,,Bolton,Lancashire,BL4 0JR,53.55442047,-2.430170298,RMC,Bolton NHS Foundation Trust
41222,RMP01,Hospital,Hospital,NHS Sector,Visible,TRUE,Tameside Hospital,Fountain St,,,Ashton Under Lyne,Lancashire,OL6 9RW,53.49220657,-2.071841717,RMP,Tameside Hospital NHS Foundation Trust
41224,RMY01,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Hellesdon Hospital,Drayton High Road,Hellesdon,,Norwich,Norfolk,NR6 5BE,52.65953064,1.250886321,RMY,Norfolk and Suffolk NHS Foundation Trust
41225,RMY02,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Julian Hospital,Bowthorpe Road,,,Norwich,Norfolk,NR2 3TD,52.63301468,1.263020635,RMY,Norfolk and Suffolk NHS Foundation Trust
41227,RMY04,Hospital,Hospital,NHS Sector,Visible,TRUE,Norvic Clinic,Northside,St. Andrews Business Park,,,Norwich,NR7 0HT,52.62976074,1.368564725,RMY,Norfolk and Suffolk NHS Foundation Trust
41230,RMY13,Hospital,Hospital,NHS Sector,Visible,TRUE,Carlton Court,Carlton Court Hospital,St. Peters Road,,Carlton Colville,Suffolk,NR33 8AG,52.45330048,1.696761727,RMY,Norfolk and Suffolk NHS Foundation Trust
41235,RMYWA,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Mental Health Services (Adult Mental Health) The Fermoy Unit,Queen Elizabeth Hospital,Gayton Road,,,King's Lynn,PE30 4ET,52.7568779,0.443581134,RMY,Norfolk and Suffolk NHS Foundation Trust
41246,RN313,Hospital,Hospital,NHS Sector,Visible,TRUE,Savernake Hospital,General Hospital,,,Marlborough,Wiltshire,SN8 3HL,51.41540909,-1.704882622,RN3,Great Western Hospitals NHS Foundation Trust
41247,RN325,Hospital,Hospital,NHS Sector,Visible,TRUE,The Great Western Hospital,,Marlborough Road,,Swindon,Wiltshire,SN3 6BB,51.53816223,-1.727678299,RN3,Great Western Hospitals NHS Foundation Trust
41248,RN330,Hospital,Hospital,NHS Sector,Visible,TRUE,DEVIZES COMMUNITY HOSPITAL,,NEW PARK ROAD,,,,SN10 1EF,51.35459518,-1.993230343,RN3,Great Western Hospitals NHS Foundation Trust
41249,RN333,Hospital,Hospital,NHS Sector,Visible,TRUE,Chippenham Community Hospital,,Rowden Hill,,Chippenham,Wiltshire,SN15 2AJ,51.45252609,-2.126709223,RN3,Great Western Hospitals NHS Foundation Trust
41250,RN334,Hospital,Hospital,NHS Sector,Visible,TRUE,Trowbridge Community Hospital,,Adcroft Street,,Trowbridge,Wiltshire,BA14 8PH,51.32527924,-2.210112095,RN3,Great Western Hospitals NHS Foundation Trust
41256,RN3C5,Hospital,Hospital,NHS Sector,Visible,TRUE,Warminster Community Hospital,,The Avenue,,,,BA12 8QS,51.20684433,-2.181028843,RN3,Great Western Hospitals NHS Foundation Trust
41260,RN506,Hospital,Hospital,NHS Sector,Visible,TRUE,Basingstoke and North Hampshire Hospital,Aldermaston Road,Aldermaston Road,,Basingstoke,Hampshire,RG24 9NA,51.28061676,-1.109861135,RN5,Hampshire Hospitals NHS Foundation Trust
41261,RN541,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Hampshire County Hospital,,Romsey Road,,Winchester,Hampshire,SO22 5DG,51.06137848,-1.330944538,RN5,Hampshire Hospitals NHS Foundation Trust
41262,RN542,Hospital,Hospital,NHS Sector,Visible,TRUE,Andover War Memorial Hospital,,Charlton Road,,Andover,Hampshire,SP10 3LB,51.2157402,-1.494678259,RN5,Hampshire Hospitals NHS Foundation Trust
41265,RN707,Hospital,Hospital,NHS Sector,Visible,TRUE,Darent Valley Hospital,Darenth Wood Road,,,Dartford,Kent,DA2 8DA,51.43505859,0.258175373,RN7,Dartford and Gravesham NHS Trust
41268,RNA01,Hospital,Hospital,NHS Sector,Visible,TRUE,Russells Hall Hospital,Pensnett Road,,,Dudley,West Midlands,DY1 2HQ,52.50231171,-2.117735386,RNA,The Dudley Group NHS Foundation Trust
41269,RNA02,Hospital,Hospital,NHS Sector,Visible,FALSE,Guest Hospital,Tipton Rd,,,Dudley,West Midlands,DY1 4SE,52.52049637,-2.072686911,RNA,The Dudley Group NHS Foundation Trust
41270,RNA04,Hospital,Hospital,NHS Sector,Visible,FALSE,Corbett Hospital,Vicarage Road,,,Stourbridge,West Midlands,DY8 4JB,52.46540833,-2.146383286,RNA,The Dudley Group NHS Foundation Trust
41302,RNLAY,Hospital,Hospital,NHS Sector,Visible,TRUE,Cumberland Infirmary,Newtown Road,,,Carlisle,Cumbria,CA2 7HY,54.89574814,-2.955279827,RNL,North Cumbria University Hospitals NHS Trust
41305,RNLBX,Hospital,Hospital,NHS Sector,Visible,TRUE,West Cumberland Hospital,Homewood,Hensingham,,Whitehaven,,CA28 8JG,54.53020096,-3.563160181,RNL,North Cumbria University Hospitals NHS Trust
41316,RNNCB,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Cockermouth Community Hospital,,Isel Road,,Cockermouth,,CA13 9HT,54.66684723,-3.358566284,RNN,Cumbria Partnership NHS Foundation Trust
41341,RNQ51,Hospital,Hospital,NHS Sector,Visible,TRUE,Kettering General Hospital,Kettering General Hospital,Rothwell Road,,Kettering,Northamptonshire,NN16 8UZ,52.40235519,-0.740776181,RNQ,Kettering General Hospital NHS Foundation Trust
41354,RNZ02,Hospital,Hospital,NHS Sector,Visible,TRUE,Salisbury District Hospital,Odstock Road,,,Salisbury,Wiltshire,SP2 8BJ,51.04395676,-1.789808512,RNZ,Salisbury NHS Foundation Trust
41381,RP1A1,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,St Mary's Hospital,77 London Road,,,Kettering,Northamptonshire,NN15 7PW,52.39410019,-0.722185016,RP1,Northamptonshire Healthcare NHS Foundation Trust
41384,RP1F2,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Isebrook Hospital,Irthlingborough Road,,,Wellingborough,Northamptonshire,NN8 1LP,52.29767227,-0.683344126,RP1,Northamptonshire Healthcare NHS Foundation Trust
41403,RP401,Hospital,Hospital,NHS Sector,Visible,TRUE,Great Ormond Street Hospital ,Great Ormond Street,,,London,Greater London,WC1N 3JH,51.52220917,-0.119909525,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust
41405,RP5BA,Hospital,Hospital,NHS Sector,Visible,TRUE,Bassetlaw Hospital,Kilton Hill,Blyth Road,,Worksop,Nottinghamshire,S81 0BD,53.31767654,-1.109885216,RP5,Doncaster and Bassetlaw Hospitals NHS Foundation Trust
41406,RP5DR,Hospital,Hospital,NHS Sector,Visible,TRUE,Doncaster Royal Infirmary,Thorne Road,,,Doncaster,Yorkshire,DN2 5LT,53.53074265,-1.109241724,RP5,Doncaster and Bassetlaw Hospitals NHS Foundation Trust
41408,RP5MM,Hospital,Hospital,NHS Sector,Visible,TRUE,Montagu Hospital,Adwick Road,,,Mexborough,,S64 0AZ,53.50032425,-1.285480618,RP5,Doncaster and Bassetlaw Hospitals NHS Foundation Trust
41409,RP5RE,Hospital,Hospital,NHS Sector,Visible,TRUE,Retford Hospital,North Road,,,Retford,Nottinghamshire,DN22 7XF,53.32542419,-0.95060426,RP5,Doncaster and Bassetlaw Hospitals NHS Foundation Trust
41412,RP601,Hospital,Hospital,NHS Sector,Visible,TRUE,Moorfields Eye Hospital (City Road),162 City Road,,,London,Greater London,EC1V 2PD,51.52724457,-8.99E-02,RP6,Moorfields Eye Hospital NHS Foundation Trust
41414,RP603,Hospital,Hospital,NHS Sector,Visible,FALSE,Moorfields At St Ann's Hospital,St. Ann's Hospital,St. Ann's Road,,London,Greater London,N15 3TH,51.58066177,-9.22E-02,RP6,Moorfields Eye Hospital NHS Foundation Trust
41425,RP616,Hospital,Hospital,NHS Sector,Visible,TRUE,Moorfields At Bedford Hospital,Kempston Road,,,Bedford,Bedfordshire,MK42 9DJ,52.12884903,-0.47171548,RP6,Moorfields Eye Hospital NHS Foundation Trust
41437,RP7EV,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Peter Hodgkinson Centre - Charlesworth Ward & Conolly Ward,Peter Hodgkinson Centre,Lincoln County Hospital,Greetwell Road,Lincoln,Lincolnshire,LN2 5QY,53.23238754,-0.518132925,RP7,Lincolnshire Partnership NHS Foundation Trust
41438,RP7LP,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Manthorpe Centre,Manthorpe Centre,Grantham Hospital Site,,101 Manthorpe Road,,NG31 8DG,52.92092896,-0.6418643,RP7,Lincolnshire Partnership NHS Foundation Trust
41440,RPA02,Hospital,Hospital,NHS Sector,Visible,TRUE,Medway Maritime Hospital,Windmill Road,,,Gillingham,Kent,ME7 5NY,51.37826538,0.542231917,RPA,Medway NHS Foundation Trust
41475,RPC04,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Victoria Hospital (East Grinstead),,Holtye Road,,East Grinstead,West Sussex,RH19 3DZ,51.13511658,-2.73E-03,RPC,Queen Victoria Hospital NHS Foundation Trust
41495,RPGAG,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Memorial Hospital (Greenwich),Shooters Hill,Woolwich,,London,,SE18 3RG,51.46894073,6.55E-02,RPG,Oxleas NHS Foundation Trust
41496,RPGHF,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Mary's Hospital,,Frognal Avenue,,Sidcup,Kent,DA14 6LT,51.41863632,0.10326755,RPG,Oxleas NHS Foundation Trust
41504,RPY01,Hospital,Hospital,NHS Sector,Visible,FALSE,The Royal Marsden Hospital (London),Fulham Road,,,London,Greater London,SW3 6JJ,51.49087143,-0.172797695,RPY,The Royal Marsden NHS Foundation Trust
41505,RPY02,Hospital,Hospital,NHS Sector,Visible,TRUE,The Royal Marsden Hospital (Surrey),Downs Road,,,Sutton,Surrey,SM2 5PT,51.34361267,-0.190377116,RPY,The Royal Marsden NHS Foundation Trust
41507,RQ301,Hospital,Hospital,NHS Sector,Visible,TRUE,Birmingham Children,,Steelhouse Lane,,Birmingham,,B4 6NH,52.48517609,-1.894445896,RQ3,Birmingham Children's Hospital NHS Foundation Trust
41511,RQ601,Hospital,Hospital,NHS Sector,Visible,TRUE,Broadgreen Hospital,Thomas Drive,,,Liverpool,Merseyside,L14 3LB,53.4111557,-2.89797473,RQ6,Royal Liverpool and Broadgreen University Hospitals NHS Trust
